Senior Back-End Web Developer,IT/Software Development,Engineering,Select,Computer/IT Services,Information Technology Services   ,Internet Services,4000,7000,Experienced (Non-Manager)
Java Team Leader,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,10000,14000,Manager
Purchasing Engineer,Logistics/Transportation,Engineering,Select,Manufacturing,Food and Beverage Production,Select,3500,4500,Entry Level
Production Specialist (Production Engineer),Manufacturing/Production/Operations,Biotech/R&D/Science,Engineering,Food and Beverage Production,Manufacturing,Select,2500,3500,Entry Level
Hardware Design Engineer,Engineering,Creative/Design,Select,Engineering - Mechanical or Industrial   ,Engineering Services,Computer Hardware,3000,9500,Experienced (Non-Manager)
Production Manager,Manufacturing/Production/Operations,Engineering,Select,Restaurant/Food Services,Select,Select,6000,8000,Manager
Account Executive - Retail Services,Sales/Retail/Business Development,Customer Service/Support,Select,Market Research   ,Marketing and Advertising   ,Select,4000,6000,Experienced (Non-Manager)
مطلوب مهندس معمارى,Engineering,Select,Select,Engineering Services,Select,Select,0,0,Experienced (Non-Manager)
Outdoor Data Collector - Alexandria ,Sales/Retail/Business Development,Research,Marketing,Advertising and PR Services,Select,Select,1200,1500,Entry Level
Operations and Customer Service Executive - Shipping,Logistics/Transportation,Customer Service/Support,Sales/Retail/Business Development,Logistics and Supply Chain   ,Transportation/Trucking/Railroad   ,Select,2500,4000,Experienced (Non-Manager)
Data Entry Agent ,IT/Software Development,Customer Service/Support,Administration,FMCG,Select,Select,1600,2000,Entry Level
IT Service Provider (IT Help Desk/Technical Support),IT/Software Development,Installation/Maintenance/Repair,Customer Service/Support,Computer/IT Services,Computer Hardware,Select,2500,3500,Entry Level
Utilities Specialist (Utilities Engineer),Engineering,Manufacturing/Production/Operations,Installation/Maintenance/Repair,Manufacturing,Food and Beverage Production,Pharmaceuticals   ,4000,6000,Experienced (Non-Manager)
Indoor Technical Support Specialist,IT/Software Development,Customer Service/Support,Installation/Maintenance/Repair,Computer/IT Services,Select,Select,1500,2000,Experienced (Non-Manager)
Graphic Designer,Creative/Design,Select,Select,Pharmaceuticals   ,Select,Select,2000,2500,Experienced (Non-Manager)
Customer Support Representative ,Customer Service/Support,Select,Select,Consumer Electronics   ,Select,Select,1500,2500,Entry Level
Cyber Security Specialist,IT/Software Development,Select,Select,Manufacturing,Select,Select,3000,5000,Experienced (Non-Manager)
Graphic Designer,Creative/Design,Select,Select,Advertising and PR Services,Graphic Design   ,Select,2000,6000,Experienced (Non-Manager)
Customer Service Representative,Customer Service/Support,Select,Select,Retail,Select,Select,3500,4000,Experienced (Non-Manager)
Medical Representative,Sales/Retail/Business Development,Biotech/R&D/Science,Pharmaceutical,Marketing and Advertising   ,Select,Select,2500,3000,Experienced (Non-Manager)
Technical Support Engineer ,Installation/Maintenance/Repair,IT/Software Development,Engineering,Computer Software,Computer/IT Services,Computer Hardware,1500,1500,Entry Level
Sales,Customer Service/Support,Fashion,Select,Apparel and Fashion   ,Select,Select,2000,2000,Experienced (Non-Manager)
Spare Parts Sales Manager,Sales/Retail/Business Development,Engineering,Select,Import and Export   ,Select,Select,5000,15000,Manager
IT Admin,IT/Software Development,Installation/Maintenance/Repair,Engineering,Computer Software,Select,Select,2500,3000,Experienced (Non-Manager)
C# .NET MVC Software Development Engineer,IT/Software Development,Select,Select,Computer Software,Computer/IT Services,Select,2000,5000,Experienced (Non-Manager)
Front-End & UI Developer,IT/Software Development,Select,Select,Computer Software,Computer/IT Services,Select,2000,5000,Experienced (Non-Manager)
Mid-level iOS Developer,IT/Software Development,Select,Select,Computer Software,Computer/IT Services,Select,2000,6000,Experienced (Non-Manager)
Call Center Agent - Offshore,Sales/Retail/Business Development,Customer Service/Support,Select,Outsourcing/Offshoring   ,Medical Devices and Supplies,Select,1500,3000,Entry Level
ERP Systems Implementer,IT/Software Development,Select,Select,Computer Software,Computer/IT Services,Select,2500,3000,Experienced (Non-Manager)
Customer Service Advisor ,Customer Service/Support,Select,Select,Telecommunications Services,Select,Select,1200,2400,Entry Level
Digital Marketing Manager,Marketing,Media/Journalism/Publishing,Select,Advertising and PR Services,Select,Select,3500,4500,Experienced (Non-Manager)
Petroleum Engineer,Engineering,Manufacturing/Production/Operations,Project/Program Management,Energy and Utilities,Mining and Metals   ,Oil and Energy   ,57500,60000,Manager
Call Center Agent ,Customer Service/Support,Select,Select,Consumer Services   ,Select,Select,1500,1700,Experienced (Non-Manager)
PHP & WordPress Developer,IT/Software Development,Select,Select,Computer/IT Services,Select,Select,2000,3000,Experienced (Non-Manager)
Graphic Designer,Creative/Design,Select,Select,Marketing and Advertising   ,Select,Select,2000,3000,Experienced (Non-Manager)
QC Engineer - IT ,IT/Software Development,Quality Assurance/Quality Control,Select,Computer Software,Select,Select,2500,4000,Experienced (Non-Manager)
Banking Customer Service Agent (Call Center),Banking,Customer Service/Support,Accounting/Finance/Insurance,Telecommunications Services,Banking,Consumer Services   ,1000,2400,Entry Level
Sr. QC Engineer - IT,IT/Software Development,Quality Assurance/Quality Control,Select,Computer Software,Select,Select,6000,9000,Experienced (Non-Manager)
Level 2 Support Engineer,Engineering,IT/Software Development,Select,Engineering Services,Select,Select,20000,40000,Manager
Configuration Analyst,IT/Software Development,Engineering,Select,Engineering Services,Select,Select,20000,40000,Manager
Social Media Specialist - Females Only,Marketing,Select,Select,Retail,Select,Select,1500,2000,Experienced (Non-Manager)
Central Air-Conditioning Engineer,Engineering,Installation/Maintenance/Repair,Select,Engineering - Mechanical or Industrial   ,Select,Select,4000,5000,Experienced (Non-Manager)
Banking Customer Care Agent -ممثل خدمة عملاء لبنك,Banking,Accounting/Finance/Insurance,Customer Service/Support,Banking,Consumer Services   ,Accounting and Auditing Services,1000,2000,Entry Level
Senior PHP Developer,IT/Software Development,Select,Select,Information Technology Services   ,Computer Software,Select,4000,8000,Experienced (Non-Manager)
Architect / Property Consultant,Engineering,Creative/Design,Select,Real Estate/Property Management,Select,Select,1500,2000,Entry Level
Report Designer,IT/Software Development,Creative/Design,Select,Computer Software,Select,Select,3000,4000,Experienced (Non-Manager)
Site Civil Engineer,Engineering,Building Construction/Skilled Trades,Project/Program Management,Engineering Services,Select,Select,5000,7000,Experienced (Non-Manager)
Software Developer - Python,IT/Software Development,Select,Select,Computer Software,Computer/IT Services,Select,3000,4000,Experienced (Non-Manager)
Music Teacher,Creative/Design,Education/Training,Select,Education,Select,Select,1500,2000,Experienced (Non-Manager)
IT Supervisor,IT/Software Development,Installation/Maintenance/Repair,Select,Real Estate/Property Management,Construction - Residential & Commercial/Office,Select,3000,4500,Experienced (Non-Manager)
Receptionist / Customer Care Agent,Customer Service/Support,Select,Select,Telecommunications Services,Select,Select,1700,2000,Entry Level
Sales Executive- IT & Software ,Sales/Retail/Business Development,IT/Software Development,Select,Computer Software,Computer/IT Services,Select,1200,2500,Experienced (Non-Manager)
Digital Marketing Executive,Marketing,Media/Journalism/Publishing,Select,Real Estate/Property Management,Select,Select,4000,6000,Experienced (Non-Manager)
Business Development Specialist,Sales/Retail/Business Development,Marketing,Select,Management Consulting Services,Select,Select,2000,3000,Experienced (Non-Manager)
Customer Service Representative,Customer Service/Support,Select,Select,Clothing and Textile Manufacturing,Select,Select,1200,1500,Experienced (Non-Manager)
PHP Developer - Zend Framework,IT/Software Development,Select,Select,Computer/IT Services,Computer Software,Select,3000,5000,Experienced (Non-Manager)
Interior Designer ,Creative/Design,Engineering,Select,Construction - Industrial Facilities and Infrastructure,Select,Select,3000,4000,Experienced (Non-Manager)
Project Manager / Architectural Engineer ,Creative/Design,Project/Program Management,Engineering,Architectural and Design Services,Select,Select,3000,3500,Experienced (Non-Manager)
Project Coordinator,Administration,Project/Program Management,Select,Computer Software,Select,Select,2000,3500,Experienced (Non-Manager)
Graphic & Web Designer ,Creative/Design,IT/Software Development,Select,Marketing and Advertising   ,Select,Select,2000,4000,Entry Level
Social Media & PR Executive,Marketing,Select,Select,Computer Networking   ,Select,Select,1000,1200,Entry Level
Social Media Specialist,Marketing,Media/Journalism/Publishing,Select,Marketing and Advertising   ,Select,Select,2000,3000,Entry Level
Sr. PHP Developer (Symfony2 - laravel - Yii),IT/Software Development,Select,Select,Internet Services,Real Estate/Property Management,Select,6000,8000,Experienced (Non-Manager)
Architect,Engineering,Creative/Design,Building Construction/Skilled Trades,Animation   ,Architectural and Design Services,Engineering Services,2500,3000,Experienced (Non-Manager)
Software Engineer,IT/Software Development,Select,Select,Computer Software,Select,Select,4000,7500,Experienced (Non-Manager)
.Net / AX Software Developer,IT/Software Development,Select,Select,Information Technology Services   ,Computer Software,Computer/IT Services,3000,4000,Experienced (Non-Manager)
Junior UI & UX Developer,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,2500,3000,Entry Level
Software Architect,Engineering,IT/Software Development,Select,Computer Software,Select,Select,3000,8000,Experienced (Non-Manager)
Marketing Section Head,Marketing,Management,Select,Real Estate/Property Management,Select,Select,8000,12000,Manager
Executive Secretary,Administration,Engineering,Marketing,Construction - Residential & Commercial/Office,Architectural and Design Services,Advertising and PR Services,1400,2400,Experienced (Non-Manager)
Furniture Designer ,Creative/Design,Select,Select,Architectural and Design Services,Select,Select,1000,5000,Entry Level
Quality Acceptance Section Lead - IT Services,Quality Assurance/Quality Control,IT/Software Development,Select,Information Technology Services   ,Select,Select,5000,7000,Manager
IT Help Desk Agent,IT/Software Development,Installation/Maintenance/Repair,Customer Service/Support,Real Estate/Property Management,Select,Select,4000,5000,Experienced (Non-Manager)
Mechanical Engineer ,Engineering,Select,Select,Real Estate/Property Management,Hotels and Lodging,Select,2000,4500,Experienced (Non-Manager)
Architectural Engineer,Engineering,Creative/Design,Select,Architectural and Design Services,Select,Select,3000,5000,Experienced (Non-Manager)
Microsoft Database Administration Head,IT/Software Development,Engineering,Select,Retail,Computer Networking   ,Logistics and Supply Chain   ,11700,19700,Manager
Contact Center Representative ,Customer Service/Support,Select,Select,Consumer Services   ,Hotels and Lodging,Select,2500,3500,Entry Level
mechanical engineer,Engineering,Select,Select,Manufacturing,Select,Select,2000,3000,Manager
مدخل بينات,Customer Service/Support,Select,Select,Transportation/Trucking/Railroad   ,Select,Select,1200,1800,Entry Level
Senior Corporate outdoor Sales Agent - Mobinil,Sales/Retail/Business Development,Customer Service/Support,Select,Telecommunications Services,Select,Select,2700,3200,Experienced (Non-Manager)
Senior Software Engineer - Ruby on Rails,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,6000,7000,Experienced (Non-Manager)
Planning Civil Engineer,Engineering,Select,Select,Real Estate/Property Management,Select,Select,6000,6500,Experienced (Non-Manager)
Senior PHP Developer - Alexandria,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,2000,3000,Experienced (Non-Manager)
Senior Java Developer - Alexandria,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,2000,2500,Experienced (Non-Manager)
Senior Mobile Developer - Alexandria,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,2000,2500,Experienced (Non-Manager)
Quality Control Team Leader - IT Services ,Quality Assurance/Quality Control,IT/Software Development,Select,Information Technology Services   ,Select,Select,3000,6000,Experienced (Non-Manager)
PHP Developer ,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,2000,4000,Entry Level
.Net Developer,IT/Software Development,Select,Select,Computer Software,Computer/IT Services,Select,2000,5000,Experienced (Non-Manager)
Material Flow Coordinator,Manufacturing/Production/Operations,Logistics/Transportation,Engineering,Automotive and Parts Manufacturing,Warehousing   ,Select,3500,5000,Experienced (Non-Manager)
Guest Relation Coordinator,Customer Service/Support,Tourism/Travel,Food Services/Hospitality,"Travel, Transportation and Tourism",Select,Select,1200,1500,Entry Level
Telesales,Marketing,Select,Select,Marketing and Advertising   ,Select,Select,1200,1650,Student
Collection Officer ,Accounting/Finance/Insurance,Customer Service/Support,Select,Computer Software,Human Resources   ,Computer/IT Services,1500,2500,Entry Level
Content Writer ,Marketing,Media/Journalism/Publishing,Editorial/Writing,Computer Software,Human Resources   ,Computer/IT Services,2000,4000,Experienced (Non-Manager)
Technical Support Agent- Telecom UAE ,IT/Software Development,Customer Service/Support,Select,Telecommunications Services,Outsourcing/Offshoring   ,Computer Networking   ,2800,3200,Entry Level
Customer Service Agent  - Fitness Center,Sales/Retail/Business Development,Administration,Customer Service/Support,Sports and Physical Recreation,Entertainment   ,Select,2000,4000,Entry Level
Reservation and Ticketing Agent ,Tourism/Travel,Customer Service/Support,Select,Airlines/Aviation   ,Select,Select,1500,2500,Experienced (Non-Manager)
Quality Assurance Engineer,Quality Assurance/Quality Control,Engineering,Select,Automotive and Parts Manufacturing,Select,Select,3000,5000,Experienced (Non-Manager)
Tour Operator,Tourism/Travel,Administration,Customer Service/Support,"Travel, Transportation and Tourism",Airlines/Aviation   ,Select,1500,3000,Experienced (Non-Manager)
Telesales Agent -Travel & Tourism,Sales/Retail/Business Development,Customer Service/Support,Select,"Travel, Transportation and Tourism",Telecommunications Services,Hotels and Lodging,1500,2000,Entry Level
مهندس كهرباء,Engineering,Select,Select,"Electronics, Components, and Semiconductor Mfg",Select,Select,2500,3500,Experienced (Non-Manager)
Call Center Representatives,Customer Service/Support,Select,Select,Consumer Services   ,Select,Select,3200,3900,Experienced (Non-Manager)
Customer Service Agent,Customer Service/Support,Select,Select,Education,Information Technology Services   ,Computer/IT Services,1000,3000,Entry Level
Software Developer ,IT/Software Development,Select,Select,Computer Software,Select,Select,1000,10000,Experienced (Non-Manager)
Sales Engineer,Engineering,Sales/Retail/Business Development,Select,"Electronics, Components, and Semiconductor Mfg",Select,Select,1500,2000,Entry Level
Customer Care Agent,Customer Service/Support,Select,Select,Automotive Sales and Repair Services,Select,Select,1500,2500,Experienced (Non-Manager)
Customer Service Representative - Mobily ,Customer Service/Support,Select,Select,Consumer Services   ,Select,Select,1200,1600,Entry Level
Tester - Mansoura,IT/Software Development,Select,Select,Computer Software,Select,Select,3000,5000,Entry Level
System Administrator,IT/Software Development,Installation/Maintenance/Repair,Customer Service/Support,"Electronics, Components, and Semiconductor Mfg",Select,Select,3000,4000,Experienced (Non-Manager)
Market Research Team Leader ,Quality Assurance/Quality Control,Research,Project/Program Management,Market Research   ,Select,Select,1500,2500,Experienced (Non-Manager)
Indoor Sales Executive,Customer Service/Support,Sales/Retail/Business Development,Select,Education,Select,Select,1200,2000,Experienced (Non-Manager)
Senior Full Stack Web Developer,IT/Software Development,Engineering,Select,Computer/IT Services,Information Technology Services   ,Internet Services,4000,7000,Experienced (Non-Manager)
Quality Assurance Engineer,Quality Assurance/Quality Control,Engineering,Select,Manufacturing,Select,Select,2500,3500,Experienced (Non-Manager)
AutoCAD Drafter,Creative/Design,Engineering,Select,Engineering - Mechanical or Industrial   ,Engineering Services,Select,1000,5000,Experienced (Non-Manager)
Java Developer,IT/Software Development,Select,Select,Computer Software,Computer/IT Services,Engineering Services,3000,7000,Experienced (Non-Manager)
Automation Control Engineer,Engineering,Installation/Maintenance/Repair,Select,Engineering - Mechanical or Industrial   ,Engineering Services,Select,3000,7000,Experienced (Non-Manager)
Web Developer,Creative/Design,IT/Software Development,Media/Journalism/Publishing,Computer Software,"Electronics, Components, and Semiconductor Mfg",Select,2500,3000,Experienced (Non-Manager)
Chemical Engineer ,Engineering,Biotech/R&D/Science,Select,Apparel and Fashion   ,Select,Select,1500,5000,Entry Level
Electro Design Engineer,Engineering,Installation/Maintenance/Repair,Select,"Electronics, Components, and Semiconductor Mfg",Select,Select,7000,8000,Experienced (Non-Manager)
Web Developer,IT/Software Development,Select,Select,Computer Software,Computer/IT Services,Information Technology Services   ,2500,3500,Entry Level
Senior PHP Developer,IT/Software Development,Select,Select,Information Technology Services   ,Engineering Services,Select,1800,5000,Entry Level
Steel Structure Designer,Engineering,Creative/Design,Select,Architectural and Design Services,Select,Select,3500,4500,Experienced (Non-Manager)
Project Manager,Engineering,Project/Program Management,Select,Engineering Services,Select,Select,4000,5000,Experienced (Non-Manager)
Outdoor Sales Account Manager,Sales/Retail/Business Development,Customer Service/Support,Select,Business Services - Other,Select,Select,1500,2500,Entry Level
Academy Manager,Administration,Engineering,Human Resources,Construction - Industrial Facilities and Infrastructure,Select,Select,5000,10000,Manager
Sales Engineer ,Sales/Retail/Business Development,Engineering,Select,Marine Manufacturing & Services,Select,Select,2000,7000,Experienced (Non-Manager)
Pre-Sales Engineer,Engineering,Sales/Retail/Business Development,Installation/Maintenance/Repair,Marine Manufacturing & Services,Select,Select,2000,4000,Entry Level
Logistics Coordinator  ,Logistics/Transportation,Engineering,Select,Marine Manufacturing & Services,Select,Select,2000,4000,Experienced (Non-Manager)
International Telesales Executive,Customer Service/Support,Sales/Retail/Business Development,Select,Other - Not Classified,Translation and Localization   ,Select,2500,4500,Experienced (Non-Manager)
Business Analyst ,IT/Software Development,Business ,Project/Program Management,Financial Services,Insurance,Select,7000,10000,Experienced (Non-Manager)
Senior Software Developer,IT/Software Development,Select,Select,Hotels and Lodging,Select,Select,3000,8000,Experienced (Non-Manager)
Social Media Specialist  ,Marketing,Select,Select,Internet Services,Information Technology Services   ,Select,4000,7000,Experienced (Non-Manager)
SAP Project Manager,IT/Software Development,Project/Program Management,Select,Information Technology Services   ,Select,Select,4000,7000,Experienced (Non-Manager)
Software Engineer,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,2400,2800,Experienced (Non-Manager)
Technical Office Engineer - Civil & Architect,Engineering,Creative/Design,Select,Architectural and Design Services,Engineering Services,Construction - Residential & Commercial/Office,7000,9000,Experienced (Non-Manager)
Sr. Graphic Designer,Creative/Design,Select,Select,Information Technology Services   ,Computer/IT Services,Select,2500,3500,Experienced (Non-Manager)
Agent Marketing Company,Marketing,Select,Select,Marketing and Advertising   ,Select,Select,1000,2000,Student
Site Engineer- Civil & Architect,Engineering,Select,Select,Engineering Services,Construction - Residential & Commercial/Office,Select,5000,7000,Experienced (Non-Manager)
Country Manager,Project/Program Management,Management,Business ,Online Media   ,Education,Human Resources   ,8000,12000,Experienced (Non-Manager)
Junior Marketing Specialist ,Marketing,Media/Journalism/Publishing,Select,Computer Software,Computer Networking   ,Select,2000,3500,Entry Level
Public Relations specialist (PR) ,Marketing,Select,Select,Education,Select,Select,2000,2400,Experienced (Non-Manager)
Graphic Designer,Creative/Design,Select,Select,Advertising and PR Services,Select,Select,2000,3000,Experienced (Non-Manager)
e-commerce marketing,Marketing,Customer Service/Support,Sales/Retail/Business Development,Cosmetics   ,"Health, Wellness and Fitness   ",Select,1500,4000,Entry Level
Senior Software Engineer - CRM,IT/Software Development,Select,Select,Information Technology Services   ,Computer Software,Select,7000,8000,Experienced (Non-Manager)
Marketing and Sales Specialist (Ref- 05):,Marketing,Select,Select,Market Research   ,Select,Select,200,300,Experienced (Non-Manager)
Interior Designer - Decor,Creative/Design,Select,Select,Graphic Design   ,Select,Select,2000,2500,Experienced (Non-Manager)
Web Development and Marketing Specialist,IT/Software Development,Marketing,Select,Business Supplies and Equipment   ,Select,Select,1500,2500,Experienced (Non-Manager)
Shift Mechanical Engineer ,Engineering,Food Services/Hospitality,Select,Engineering - Mechanical or Industrial   ,Healthcare Services and Hospital,Select,4000,5000,Experienced (Non-Manager)
Graphic Designer,Creative/Design,Select,Select,Real Estate/Property Management,Select,Select,1200,1500,Entry Level
Hardware Sales Executive,Sales/Retail/Business Development,IT/Software Development,Select,Computer Software,Education,Computer/IT Services,1800,2000,Experienced (Non-Manager)
Google Adwords- Digital Marketing Strategist ,Marketing,Media/Journalism/Publishing,Select,Advertising and PR Services,Online Media   ,Marketing and Advertising   ,1500,2500,Entry Level
Technical Marketing Specialist ,Marketing,Customer Service/Support,Select,Business Supplies and Equipment   ,Select,Select,1500,2500,Experienced (Non-Manager)
Web Designer,Creative/Design,Select,Select,Advertising and PR Services,Select,Select,1500,3000,Experienced (Non-Manager)
ERP Software Sales Manager ,IT/Software Development,Sales/Retail/Business Development,Select,Computer Software,Select,Select,13000,15000,Manager
Senior ASP.Net Developer - ERP,IT/Software Development,Select,Select,Computer Software,Select,Select,6000,9000,Experienced (Non-Manager)
Social Media Executive,Marketing,Select,Select,Advertising and PR Services,Marketing and Advertising   ,Select,2000,3000,Experienced (Non-Manager)
Technical Support Advisor,Customer Service/Support,IT/Software Development,Select,Telecommunications Services,Select,Select,2000,3000,Entry Level
Senior Digital Marketing Strategist ,Marketing,Media/Journalism/Publishing,Select,Advertising and PR Services,Online Media   ,Select,2000,4000,Experienced (Non-Manager)
Call Center Agent,Customer Service/Support,Select,Select,Banking,Outsourcing/Offshoring   ,Telecommunications Services,1800,2000,Entry Level
Indoor Sales Executive,Sales/Retail/Business Development,Customer Service/Support,Select,Market Research   ,Select,Select,1000,3000,Experienced (Non-Manager)
Oracle Sales Consultant,IT/Software Development,Sales/Retail/Business Development,Select,Computer Software,Select,Select,3000,7000,Experienced (Non-Manager)
Shift Electrical Engineer ,Engineering,Food Services/Hospitality,Select,Healthcare Services and Hospital,Select,Select,4000,5000,Experienced (Non-Manager)
Junior Sales Account Manager - IT,Sales/Retail/Business Development,Engineering,Select,Computer Networking   ,Computer and Network Security   ,Select,2000,3000,Experienced (Non-Manager)
customer service,Customer Service/Support,Select,Select,Consumer Services   ,Select,Select,1200,1500,Entry Level
Senior Urban & Landscape Engineer,Engineering,Creative/Design,Select,Engineering Services,Education,Select,6000,7000,Experienced (Non-Manager)
Oracle SCM Consultant,IT/Software Development,Select,Select,Computer Software,Select,Select,4000,10000,Experienced (Non-Manager)
Executive Administrator,Administration,Customer Service/Support,Select,Real Estate/Property Management,Business Services - Other,Select,3000,4000,Experienced (Non-Manager)
Producer - Media,Project/Program Management,Media/Journalism/Publishing,Select,Media Production   ,Motion Pictures and Film   ,Select,4000,5000,Experienced (Non-Manager)
ADF Developer,IT/Software Development,Select,Select,Computer Software,Select,Select,7000,15000,Experienced (Non-Manager)
Marketing Manager,Marketing,Media/Journalism/Publishing,Select,Cosmetics   ,Select,Select,5000,10000,Manager
Agriculture Sales Engineer ,Sales/Retail/Business Development,Engineering,Biotech/R&D/Science,Engineering - Mechanical or Industrial   ,Select,Select,1700,2000,Entry Level
IT Specialist,IT/Software Development,Select,Select,Information Technology Services   ,Select,Select,2000,4000,Experienced (Non-Manager)
Sales Manager - Engineering (Water/ Waste Water ),Sales/Retail/Business Development,Engineering,Select,Manufacturing,Select,Select,10000,20000,Manager
Marketing Executive,Marketing,Select,Select,Consumer Electronics   ,Select,Select,800,1200,Experienced (Non-Manager)
Architecture Design Engineer Group Leader ,Engineering,Creative/Design,Project/Program Management,Engineering Services,Select,Select,6000,12000,Experienced (Non-Manager)
PHP Web Developer ,IT/Software Development,Select,Select,Marketing and Advertising   ,Select,Select,1500,3000,Experienced (Non-Manager)
Customer Care Agent ,Customer Service/Support,Select,Select,Advertising and PR Services,Marketing and Advertising   ,Select,1500,2000,Entry Level
Mechanical Power Engineer,Engineering,Installation/Maintenance/Repair,Manufacturing/Production/Operations,Plastics   ,Select,Select,3000,4000,Experienced (Non-Manager)
Java Backend Developer,IT/Software Development,Select,Select,Telecommunications Services,Select,Select,6000,8000,Experienced (Non-Manager)
Marketing & Sales Engineer ,Sales/Retail/Business Development,Engineering,Select,Engineering Services,Select,Select,1500,2500,Entry Level
Survey Engineer,Engineering,Select,Select,Engineering - Mechanical or Industrial   ,Engineering Services,Construction - Residential & Commercial/Office,5000,7000,Experienced (Non-Manager)
PR & Marketing Coordinator,Marketing,Select,Select,Education,Select,Select,2000,2500,Experienced (Non-Manager)
Sales Accounts Director - Advertising,Marketing,Select,Select,Marketing and Advertising   ,Advertising and PR Services,Select,12000,15000,Manager
Mechanical Engineer (Production),Engineering,Installation/Maintenance/Repair,Manufacturing/Production/Operations,Engineering - Mechanical or Industrial   ,Select,Select,2000,2500,Entry Level
Corporate Sales Manager- Online B2B Booking Engine,Tourism/Travel,Sales/Retail/Business Development,Customer Service/Support,"Travel, Transportation and Tourism",Select,Select,2000,3000,Experienced (Non-Manager)
Online Marketing Specialist,Marketing,Select,Select,Import and Export   ,Select,Select,2000,3000,Experienced (Non-Manager)
Printing Specialist مسؤول و خبير طباعة,Marketing,Creative/Design,Select,Marketing and Advertising   ,Printing and Publishing,Manufacturing,2000,2500,Experienced (Non-Manager)
Healthcare Research Executive ,Marketing,Pharmaceutical,Medical,Market Research   ,Select,Select,2500,3500,Entry Level
architecture engineer,Engineering,Select,Select,Engineering Services,Select,Select,0,0,Experienced (Non-Manager)
3D Exhibit Designer,Creative/Design,Select,Select,Advertising and PR Services,Select,Select,4000,7000,Experienced (Non-Manager)
Marketing Manger,Marketing,Select,Select,Chemicals/Petro-Chemicals,Select,Select,1500,5000,Manager
Marketing Specialist - Alexandria,Marketing,Select,Select,Chemicals/Petro-Chemicals,Construction - Industrial Facilities and Infrastructure,Construction - Residential & Commercial/Office,1000,5000,Experienced (Non-Manager)
Channel Marketing Specialist ( Customer Services ),Customer Service/Support,Select,Select,Advertising and PR Services,Select,Select,2000,3000,Experienced (Non-Manager)
Marketing Manager ,Marketing,Select,Select,Restaurant/Food Services,Select,Select,4500,6000,Manager
Technical Office Engineer ,Engineering,Select,Select,Construction - Industrial Facilities and Infrastructure,Select,Select,3500,6000,Experienced (Non-Manager)
Technical Office Manager - Civil Engineer,Engineering,Select,Select,Construction - Industrial Facilities and Infrastructure,Select,Select,9000,11000,Manager
Planning Engineer,Engineering,Building Construction/Skilled Trades,Select,Engineering Services,Select,Select,4000,7000,Experienced (Non-Manager)
Mechanical Engineer - El-Gharbia,Engineering,Select,Select,Construction - Industrial Facilities and Infrastructure,Select,Select,2000,3000,Experienced (Non-Manager)
Production Engineer,Engineering,Installation/Maintenance/Repair,Manufacturing/Production/Operations,Engineering - Mechanical or Industrial   ,Select,Select,1500,2500,Entry Level
Sales & Marketing Biomedical Engineer ,Marketing,Sales/Retail/Business Development,Biotech/R&D/Science,Medical Devices and Supplies,Select,Select,3000,5000,Experienced (Non-Manager)
PHP web developer & web designer+front end developer,IT/Software Development,Creative/Design,Select,Computer Software,Computer/IT Services,Select,800,8000,Experienced (Non-Manager)
Chemical Sales Specialist,Sales/Retail/Business Development,Engineering,Select,Printing and Publishing,Business Services - Other,Chemicals/Petro-Chemicals,1500,2000,Entry Level
Content Writer & Social Media Specialist,Marketing,Media/Journalism/Publishing,Editorial/Writing,Retail,Select,Select,3000,5000,Experienced (Non-Manager)
UI & UX Designer,Creative/Design,IT/Software Development,Select,Computer Software,Advertising and PR Services,Graphic Design   ,1500,5000,Experienced (Non-Manager)
Sales Engineer,Sales/Retail/Business Development,Marketing,Administration,Telecommunications Services,Information Technology Services   ,Select,2000,3500,Experienced (Non-Manager)
Senior Site Architecture Engineer,Engineering,Creative/Design,Building Construction/Skilled Trades,Real Estate/Property Management,Select,Select,6000,10000,Experienced (Non-Manager)
Client Service Executive - Advertising & TV Production,Customer Service/Support,Sales/Retail/Business Development,Select,Advertising and PR Services,Media Production   ,Select,1500,2000,Experienced (Non-Manager)
Senior Software QC Engineer,IT/Software Development,Quality Assurance/Quality Control,Select,Internet Services,Select,Select,4000,7000,Experienced (Non-Manager)
Client Relations Executive- Real Estate ,Marketing,Sales/Retail/Business Development,Project/Program Management,Real Estate/Property Management,Select,Select,5000,6000,Experienced (Non-Manager)
Junior Dynamics AX Consultant ,IT/Software Development,Select,Select,Information Technology Services   ,Computer Software,Select,2000,3500,Entry Level
Instructional Designer,Creative/Design,Editorial/Writing,Marketing,Printing and Publishing,Select,Select,1500,2000,Entry Level
Technical Support Agent- Alexandria,Installation/Maintenance/Repair,IT/Software Development,Customer Service/Support,Information Technology Services   ,Select,Select,1500,3000,Entry Level
Inspection Coordinator,Pharmaceutical,Medical,Quality Assurance/Quality Control,Pharmaceuticals   ,Select,Select,2500,3000,Entry Level
